"yearid","countyid","sourcetypeid","County_FIPS","M4_Veh","M4_VMT","M4_VMT_Total","M4_Pop_Factor","M4_pop_factor_grow","DMV_veh_22","HPMS_VMT_s_22","Adj_pop_factor"
"2022","49049","32","4","22690","684211","12707000","1785.63","-0.012118","24841","15776000","1574.63"
"2022","49049","41","4","527","35228","12707000","41.4732","-0.014633","527","15776000","33.4051"
"2022","49049","42","4","169","12369","12707000","13.2998","-0.017557","78","15776000","4.967"
"2022","49049","43","4","698","15959","12707000","54.9303","-0.016866","698","15776000","44.2444"
"2022","49049","51","4","91","4501","12707000","7.16141","-0.00811","91","15776000","5.7682"
"2022","49049","52","4","13244","425171","12707000","1042.26","-0.010245","13244","15776000","839.502"
"2022","49049","53","4","590","28784","12707000","46.4311","-0.010626","590","15776000","37.3985"
"2022","49049","54","4","1734","22876","12707000","136.46","-0.009979","1734","15776000","109.914"
"2022","49049","61","4","2492","247146","12707000","196.112","-0.025163","2492","15776000","157.961"
"2022","49049","62","4","1421","346237","12707000","111.828","-0.025029","1421","15776000","90.0734"
"2022","49051","11",\N,"1649","2957","1192530","1382.77","-0.035818","1471","1528080","962.643"
"2022","49051","21",\N,"13797","354502","1192530","11569.5","-0.06234","12494","1528080","8176.25"
"2022","49051","31",\N,"23471","648391","1192530","19681.7","-0.014233","22123","1528080","14477.8"
"2022","49051","32",\N,"1941","56464","1192530","1627.63","-0.014399","1830","1528080","1197.39"
"2022","49051","41",\N,"54","3454","1192530","45.2818","-0.006021","54","1528080","35.3384"
"2022","49051","42",\N,"16","1102","1192530","13.4168","0.020976","16","1528080","10.4706"
"2022","49051","43",\N,"84","1852","1192530","70.4384","-0.019489","84","1528080","54.9708"
"2022","49051","51",\N,"10","485","1192530","8.38552","-0.042835","10","1528080","6.5441"
"2022","49051","52",\N,"1548","47759","1192530","1298.08","-0.012206","1548","1528080","1013.03"
"2022","49051","53",\N,"69","3217","1192530","57.8601","0.000673","69","1528080","45.1546"
"2022","49051","54",\N,"214","2716","1192530","179.45","-0.015224","214","1528080","140.045"
"2022","49051","61",\N,"336","31986","1192530","281.753","-0.028376","336","1528080","219.883"
"2022","49051","62",\N,"161","37647","1192530","135.007","-0.030795","161","1528080","105.361"
"2022","49053","11",\N,"6372","11754","5128890","1242.37","-0.034601","6571","6295680","1043.73"
"2022","49053","21",\N,"65441","1727470","5128890","12759.3","-0.060623","67584","6295680","10735"
"2022","49053","31",\N,"91626","2602740","5128890","17864.7","-0.012424","98496","6295680","15645"
"2022","49053","32",\N,"8809","263379","5128890","1717.53","-0.012415","9469","6295680","1504.06"
"2022","49053","41",\N,"226","14958","5128890","44.0641","-0.019421","226","6295680","35.8976"
"2022","49053","42",\N,"69","4973","5128890","13.4532","-0.012492","69","6295680","10.9599"
"2022","49053","43",\N,"310","6991","5128890","60.4419","-0.015715","310","6295680","49.2401"
"2022","49053","51",\N,"38","1873","5128890","7.40901","-0.0152","38","6295680","6.0359"
"2022","49053","52",\N,"5665","179515","5128890","1104.53","-0.01055","5665","6295680","899.823"
"2022","49053","53",\N,"252","12142","5128890","49.1334","-0.009677","252","6295680","40.0275"
"2022","49053","54",\N,"774","10074","5128890","150.91","-0.010431","774","6295680","122.941"
"2022","49053","61",\N,"1111","108399","5128890","216.616","-0.026215","1111","6295680","176.47"
"2022","49053","62",\N,"778","184625","5128890","151.69","-0.024821","778","6295680","123.577"
"2022","49055","11",\N,"207","366","147739","1401.12","-0.038771","107","201209","531.786"
"2022","49055","21",\N,"1606","40557","147739","10870.5","-0.063246","1212","201209","6022.38"
"2022","49055","31",\N,"3005","81882","147739","20339.9","-0.014556","2359","201209","11725.8"
"2022","49055","32",\N,"233","6667","147739","1577.11","-0.013786","183","201209","909.103"
"2022","49055","41",\N,"7","433","147739","47.3809","-0.043414","7","201209","34.7897"
"2022","49055","42",\N,"2","137","147739","13.5374","-0.043414","2","201209","9.9399"
"2022","49055","43",\N,"11","245","147739","74.4556","-0.043414","11","201209","54.6696"
"2022","49055","51",\N,"1","65","147739","6.76869","-0.043414","1","201209","4.97"
"2022","49055","52",\N,"211","6432","147739","1428.19","-0.01059","211","201209","1048.66"
"2022","49055","53",\N,"9","428","147739","60.9182","-0.043414","9","201209","44.7297"
"2022","49055","54",\N,"29","367","147739","196.292","-0.009251","29","201209","144.129"
"2022","49055","61",\N,"49","4623","147739","331.666","-0.023486","49","201209","243.528"
"2022","49055","62",\N,"24","5537","147739","162.449","-0.043414","24","201209","119.279"
"2022","49057","11",\N,"5831","10853","4670410","1248.5","-0.034379","7831","5813100","1347.13"
"2022","49057","21",\N,"62067","1651770","4670410","13289.4","-0.0605","80041","5813100","13769.1"
"2022","49057","31",\N,"82510","2367360","4670410","17666.6","-0.01231","110756","5813100","19052.8"
"2022","49057","32",\N,"8284","249829","4670410","1773.72","-0.012391","11120","5813100","1912.97"
"2022","49057","41",\N,"195","13051","4670410","41.7523","-0.015767","195","5813100","33.5449"
"2022","49057","42",\N,"61","4444","4670410","13.061","-0.008495","45","5813100","7.6599"
"2022","49057","43",\N,"259","5924","4670410","55.4556","-0.01826","245","5813100","42.1462"
"2022","49057","51",\N,"32","1598","4670410","6.85165","-0.010068","32","5813100","5.5048"
"2022","49057","52",\N,"4743","152256","4670410","1015.54","-0.01033","4743","5813100","815.916"
"2022","49057","53",\N,"214","10456","4670410","45.8204","-0.01334","214","5813100","36.8134"
"2022","49057","54",\N,"632","8335","4670410","135.32","-0.009664","632","5813100","108.72"
"2022","49057","61",\N,"846","83862","4670410","181.141","-0.024866","846","5813100","145.533"
"2022","49057","62",\N,"455","110664","4670410","97.4219","-0.026019","455","5813100","78.2715"
"2023","49001","11",\N,"971","1747","877122","1107.03","-0.014392","0","0","165.412"
"2023","49001","21",\N,"8821","225654","877122","10056.8","-0.036091","0","0","2560.36"
"2023","49001","31",\N,"15973","442216","877122","18210.7","0.003365","0","0","4826.05"
"2023","49001","32",\N,"1299","37572","877122","1480.98","0.003667","0","0","392.533"
"2023","49001","41",\N,"49","3014","877122","55.8645","0.004069","0","0","46.2199"
"2023","49001","42",\N,"14","934","877122","15.9613","-0.016422","0","0","13.2057"
"2023","49001","43",\N,"72","1522","877122","82.0866","0.01168","0","0","67.915"
"2023","49001","51",\N,"9","409","877122","10.2608","-0.016422","0","0","8.4894"
"2023","49001","52",\N,"1348","39808","877122","1536.84","0.010567","0","0","1271.52"
"2023","49001","53",\N,"56","2529","877122","63.8452","0.001461","0","0","52.8228"
"2023","49001","54",\N,"197","2385","877122","224.598","0.014476","0","0","185.823"
"2023","49001","61",\N,"342","31952","877122","389.912","-0.001829","0","0","322.596"
"2023","49001","62",\N,"385","87380","877122","438.936","-0.000851","0","0","363.156"
"2023","49003","11",\N,"3359","6215","2937380","1143.54","-0.014704","0","0","510.629"
"2023","49003","21",\N,"33942","896374","2937380","11555.2","-0.036403","0","0","5535.25"
"2023","49003","31",\N,"52611","1496760","2937380","17910.9","0.003013","0","0","8930.62"
"2023","49003","32",\N,"4887","145851","2937380","1663.73","0.002945","0","0","829.555"
"2023","49003","41",\N,"138","8780","2937380","46.9806","0.005093","0","0","35.7681"
"2023","49003","42",\N,"43","2935","2937380","14.6389","0.006653","0","0","0.9504"
"2023","49003","43",\N,"196","4249","2937380","66.7261","0.008982","0","0","31.3849"
"2023","49003","51",\N,"25","1182","2937380","8.51099","-0.016757","0","0","6.4797"
"2023","49003","52",\N,"3761","113740","2937380","1280.39","0.009824","0","0","974.809"
"2023","49003","53",\N,"161","7439","2937380","54.8107","0.008294","0","0","41.7294"
"2023","49003","54",\N,"517","6407","2937380","176.007","0.010609","0","0","134.001"
"2023","49003","61",\N,"846","80547","2937380","288.012","-0.001412","0","0","219.274"
"2023","49003","62",\N,"725","166898","2937380","246.819","-0.001609","0","0","187.912"
"2023","49005","11",\N,"3754","6970","2806700","1337.51","-0.016189","0","0","966.91"
"2023","49005","21",\N,"33422","885388","2806700","11907.9","-0.037661","0","0","9388.52"
"2023","49005","31",\N,"53209","1518370","2806700","18957.9","0.001725","0","0","15558.2"
"2023","49005","32",\N,"4742","141862","2806700","1689.53","0.001836","0","0","1386.7"
"2023","49005","41",\N,"123","7862","2806700","43.8237","0.006526","0","0","32.639"
"2023","49005","42",\N,"36","2505","2806700","12.8265","0.010033","0","0","9.5529"
"2023","49005","43",\N,"181","3940","2806700","64.4886","0.004168","0","0","48.0298"
"2023","49005","51",\N,"22","1002","2806700","7.83839","0.028737","0","0","5.8379"
"2023","49005","52",\N,"3254","98694","2806700","1159.37","0.008316","0","0","863.474"
"2023","49005","53",\N,"147","6784","2806700","52.3747","0.009445","0","0","39.0076"
"2023","49005","54",\N,"448","5582","2806700","159.618","0.009004","0","0","118.88"
"2023","49005","61",\N,"629","59935","2806700","224.107","-0.003769","0","0","166.91"
"2023","49005","62",\N,"293","67808","2806700","104.393","-0.004432","0","0","77.7499"
"2023","49007","11",\N,"1413","2590","1062930","1329.34","-0.016161","0","0","460.787"
"2023","49007","21",\N,"12068","315905","1062930","11353.5","-0.037862","0","0","5642.84"
"2023","49007","31",\N,"20600","580880","1062930","19380.4","0.001489","0","0","10026.2"
"2023","49007","32",\N,"1758","51963","1062930","1653.92","0.001693","0","0","855.589"
"2023","49007","41",\N,"47","2995","1062930","44.2173","0.003093","0","0","35.1971"
"2023","49007","42",\N,"14","964","1062930","13.1711","-0.01825","0","0","10.4842"
"2023","49007","43",\N,"73","1574","1062930","68.678","0.009405","0","0","54.6678"
"2023","49007","51",\N,"9","413","1062930","8.46715","-0.01825","0","0","6.7399"
"2023","49007","52",\N,"1357","40715","1062930","1276.66","0.008505","0","0","1016.22"
"2023","49007","53",\N,"60","2747","1062930","56.4476","-0.00161","0","0","44.9325"
"2023","49007","54",\N,"186","2294","1062930","174.988","0.008871","0","0","139.291"
"2023","49007","61",\N,"288","27226","1062930","270.949","-0.004422","0","0","215.676"
"2023","49007","62",\N,"142","32666","1062930","133.593","-0.004225","0","0","106.34"
"2023","49009","11",\N,"141","254","102238","1379.14","-0.018926","0","0","269.104"
"2023","49009","21",\N,"1069","27343","102238","10456","-0.03871","0","0","3874.66"
"2023","49009","31",\N,"2081","57615","102238","20354.5","0.000791","0","0","7854.06"
"2023","49009","32",\N,"161","4667","102238","1574.76","-0.000298","0","0","608.266"
"2023","49009","41",\N,"5","293","102238","48.9055","-0.018926","0","0","32.0362"
"2023","49009","42",\N,"1","92","102238","9.7811","-0.018926","0","0","6.4072"
"2023","49009","43",\N,"8","166","102238","78.2488","-0.018926","0","0","51.258"
"2023","49009","51",\N,"1","44","102238","9.7811","-0.018926","0","0","6.4072"
"2023","49009","52",\N,"147","4341","102238","1437.82","0.008516","0","0","941.865"
"2023","49009","53",\N,"6","289","102238","58.6866","-0.018926","0","0","38.4435"
"2023","49009","54",\N,"20","247","102238","195.622","-0.018926","0","0","128.145"
"2023","49009","61",\N,"34","3150","102238","332.557","0.010803","0","0","217.846"
"2023","49009","62",\N,"16","3737","102238","156.498","-0.018926","0","0","102.516"
"2023","49011","11",\N,"8840","16811","7637770","1157.41","-0.014676","0","0","969.695"
"2023","49011","21",\N,"98743","2669710","7637770","12928.3","-0.036318","0","0","10695"
"2023","49011","31",\N,"132063","3863890","7637770","17290.8","0.003089","0","0","14888.9"
"2023","49011","32",\N,"13805","422087","7637770","1807.47","0.003081","0","0","1556.43"
"2023","49011","41",\N,"316","20670","7637770","41.3733","0.005594","0","0","32.0209"
"2023","49011","42",\N,"103","7292","7637770","13.4856","0.002789","0","0","5.7668"
"2023","49011","43",\N,"410","9198","7637770","53.6806","0.005387","0","0","25.4871"
"2023","49011","51",\N,"54","2603","7637770","7.07013","0.001871","0","0","5.4719"
"2023","49011","52",\N,"7889","246279","7637770","1032.89","0.009814","0","0","799.408"
"2023","49011","53",\N,"351","16681","7637770","45.9558","0.009195","0","0","35.5675"
"2023","49011","54",\N,"1023","13120","7637770","133.94","0.009974","0","0","103.663"
"2023","49011","61",\N,"1453","143298","7637770","190.239","-0.001565","0","0","147.235"
"2023","49011","62",\N,"860","206120","7637770","112.598","-0.00159","0","0","87.1455"
"2023","49013","11",\N,"1462","2646","1066240","1371.17","-0.016737","0","0","479.135"
"2023","49013","21",\N,"11424","294326","1066240","10714.2","-0.038368","0","0","5813.67"
"2023","49013","31",\N,"21436","596560","1066240","20104.2","0.000951","0","0","11354.5"
"2023","49013","32",\N,"1704","49611","1066240","1598.13","0.001223","0","0","902.784"
"2023","49013","41",\N,"49","3043","1066240","45.9557","0.001688","0","0","38.4089"
"2023","49013","42",\N,"14","959","1066240","13.1302","-0.018755","0","0","10.974"
"2023","49013","43",\N,"79","1690","1066240","74.0919","-0.006175","0","0","61.9246"
"2023","49013","51",\N,"10","441","1066240","9.37872","0.090273","0","0","7.8386"
"2023","49013","52",\N,"1480","43882","1066240","1388.05","0.007802","0","0","1160.11"
"2023","49013","53",\N,"65","2939","1066240","60.9617","0.012396","0","0","50.9506"
"2023","49013","54",\N,"205","2498","1066240","192.264","0.005777","0","0","160.69"
"2023","49013","61",\N,"332","31044","1066240","311.373","-0.003751","0","0","260.24"
"2023","49013","62",\N,"161","36605","1066240","150.997","-0.006412","0","0","126.201"
"2023","49015","11",\N,"1560","2807","1221020","1277.62","-0.016092","0","0","139.762"
"2023","49015","21",\N,"12584","321917","1221020","10306.1","-0.037563","0","0","2269.12"
"2023","49015","31",\N,"23877","661060","1221020","19555","0.001777","0","0","4481.57"
"2023","49015","32",\N,"1883","54460","1221020","1542.15","0.002242","0","0","353.505"
"2023","49015","41",\N,"61","3759","1221020","49.9583","0.015305","0","0","37.3206"
"2023","49015","42",\N,"18","1175","1221020","14.7418","0.039781","0","0","11.0126"
"2023","49015","43",\N,"96","2034","1221020","78.6229","0.00291","0","0","58.7341"
"2023","49015","51",\N,"12","538","1221020","9.82786","-0.017984","0","0","7.3418"
"2023","49015","52",\N,"1800","53178","1221020","1474.18","0.008345","0","0","1101.26"
"2023","49015","53",\N,"77","3480","1221020","63.0621","0.008203","0","0","47.1097"
"2023","49015","54",\N,"255","3091","1221020","208.842","0.009734","0","0","156.012"
"2023","49015","61",\N,"431","40177","1221020","352.984","-0.001772","0","0","263.692"
"2023","49015","62",\N,"323","73343","1221020","264.533","-0.002544","0","0","197.616"
"2023","49017","11",\N,"543","978","394065","1377.95","-0.017106","0","0","301.221"
"2023","49017","21",\N,"4120","105389","394065","10455.1","-0.038519","0","0","3763.42"
"2023","49017","31",\N,"8021","222070","394065","20354.5","0.000798","0","0","7627.13"
"2023","49017","32",\N,"622","17990","394065","1578.42","0.000384","0","0","591.089"
"2023","49017","41",\N,"18","1129","394065","45.6777","-0.018916","0","0","33.4073"
"2023","49017","42",\N,"5","355","394065","12.6883","-0.018916","0","0","9.2798"
"2023","49017","43",\N,"30","640","394065","76.1296","-0.018916","0","0","55.6789"
"2023","49017","51",\N,"4","168","394065","10.1506","-0.018916","0","0","7.4239"
